path	sentence
common_voice_en_22092403	yes
common_voice_en_22186126	two
common_voice_en_22186130	yes
common_voice_en_22186131	four
common_voice_en_22299619	yes
common_voice_en_21971022	yes
common_voice_en_21971028	one
common_voice_en_21943805	three
common_voice_en_21943806	two
common_voice_en_22247458	no
common_voice_en_22120681	four
common_voice_en_21967488	two
common_voice_en_22275332	yes
common_voice_en_22123598	two
common_voice_en_21902559	one
common_voice_en_21902562	three
common_voice_en_22240923	four
common_voice_en_22240924	no
common_voice_en_22125333	two
common_voice_en_22229769	two
common_voice_en_22130869	no
common_voice_en_22130875	yes
common_voice_en_22018739	three
common_voice_en_22271002	four
common_voice_en_22271004	two
common_voice_en_22271005	yes
common_voice_en_21954520	two
common_voice_en_21954525	four
common_voice_en_22015504	three
common_voice_en_22015505	two
common_voice_en_22015506	no
common_voice_en_22190238	two
common_voice_en_22190244	no
common_voice_en_22190245	three
common_voice_en_22004644	no
common_voice_en_22004646	two
common_voice_en_22202704	three
common_voice_en_22202708	one
common_voice_en_22003029	yes
common_voice_en_22204946	yes
common_voice_en_22204971	two
common_voice_en_22204981	no
common_voice_en_22163074	one
common_voice_en_22163077	three
common_voice_en_22071145	no
common_voice_en_22071147	three
common_voice_en_21961694	four
common_voice_en_22172806	four
common_voice_en_22172814	one
common_voice_en_22071229	yes
common_voice_en_22071232	one
common_voice_en_22002959	two
common_voice_en_22002963	four
common_voice_en_22202144	one
common_voice_en_22126060	four
common_voice_en_22290542	one
common_voice_en_22290544	no
common_voice_en_22160933	yes
common_voice_en_22160935	four
common_voice_en_22026165	four
common_voice_en_22227362	yes
common_voice_en_22227364	two
common_voice_en_22088924	no
common_voice_en_22088931	one
common_voice_en_22152037	four
common_voice_en_22152040	yes
common_voice_en_22152041	no
common_voice_en_22038368	three
common_voice_en_22038376	one
common_voice_en_22154062	four
common_voice_en_22027935	four
common_voice_en_22027936	one
common_voice_en_22027940	two
common_voice_en_22059331	one
common_voice_en_22059334	no
common_voice_en_22173766	one
common_voice_en_21946395	no
common_voice_en_22075934	four
common_voice_en_22075947	no
common_voice_en_21990360	three
common_voice_en_22006763	two
common_voice_en_22006767	no
common_voice_en_22006768	four
common_voice_en_22008868	no
common_voice_en_22008870	two
common_voice_en_22008871	yes
common_voice_en_22026803	four
common_voice_en_22106681	no
common_voice_en_22133903	one
common_voice_en_22133904	no
common_voice_en_21951275	two
common_voice_en_21951277	four
common_voice_en_22145535	three
common_voice_en_22145536	two
common_voice_en_22145537	no
common_voice_en_22085265	two
common_voice_en_22085268	four
common_voice_en_22220646	two
common_voice_en_22220647	four
common_voice_en_22067926	four
common_voice_en_22040067	one
common_voice_en_22040070	yes
common_voice_en_22096999	yes
common_voice_en_22097000	no
common_voice_en_22131206	three
common_voice_en_22212168	two
common_voice_en_22212169	four
common_voice_en_22212170	one
common_voice_en_22166840	one
common_voice_en_22166847	two
common_voice_en_21965958	two
common_voice_en_22047567	four
common_voice_en_22047574	one
common_voice_en_22121093	yes
common_voice_en_22206915	yes
common_voice_en_22206916	four
common_voice_en_22034778	one
common_voice_en_22034781	four
common_voice_en_21984432	no
common_voice_en_21984438	two
common_voice_en_22220623	four
common_voice_en_22285921	one
common_voice_en_22083831	two
common_voice_en_22215266	yes
common_voice_en_22215268	three
common_voice_en_22215269	one
common_voice_en_22215270	four
common_voice_en_22025970	one
common_voice_en_22122464	no
common_voice_en_22122467	four
common_voice_en_21970225	no
common_voice_en_21940818	no
common_voice_en_22033362	four
common_voice_en_22033459	one
common_voice_en_22206833	no
common_voice_en_21991743	two
common_voice_en_21991745	no
common_voice_en_22004406	yes
common_voice_en_21968508	one
common_voice_en_22172191	three
common_voice_en_22172192	two
common_voice_en_21960337	four
common_voice_en_21960341	one
common_voice_en_22127961	two
common_voice_en_22127963	one
common_voice_en_22120497	four
common_voice_en_22093370	no
common_voice_en_22093376	two
common_voice_en_22093405	yes
common_voice_en_22198874	no
common_voice_en_22077429	one
common_voice_en_22077439	two
common_voice_en_21977512	two
common_voice_en_22106982	one
common_voice_en_22173050	no
common_voice_en_22173053	one
common_voice_en_22173066	two
common_voice_en_22212988	one
common_voice_en_22212989	yes
common_voice_en_22300146	yes
common_voice_en_22300152	no
common_voice_en_22030535	three
common_voice_en_22030539	yes
common_voice_en_22182663	four
common_voice_en_22182666	yes
common_voice_en_22182669	no
common_voice_en_22022353	three
common_voice_en_22022358	four
common_voice_en_22216369	four
common_voice_en_22216374	two
common_voice_en_22216378	three
common_voice_en_22147785	yes
common_voice_en_22147786	one
common_voice_en_22174455	two
common_voice_en_22207939	no
common_voice_en_22207940	three
common_voice_en_22069208	no
common_voice_en_22069209	three
common_voice_en_22069212	one
common_voice_en_22012626	four
common_voice_en_22047357	yes
common_voice_en_21960276	one
common_voice_en_21960280	no
common_voice_en_21970412	yes
common_voice_en_21988798	no
common_voice_en_21988799	yes
common_voice_en_21988801	four
common_voice_en_22072388	yes
common_voice_en_21970906	no
common_voice_en_22000956	four
common_voice_en_22000958	no
common_voice_en_22144282	four
common_voice_en_22144285	no
common_voice_en_22057474	two
common_voice_en_22057476	no
common_voice_en_22002531	three
common_voice_en_22002532	four
common_voice_en_22217339	yes
common_voice_en_22217348	one
common_voice_en_22153832	no
common_voice_en_22153839	three
common_voice_en_22256082	no
common_voice_en_22256083	four
common_voice_en_22256085	two
common_voice_en_21908389	two
common_voice_en_22139089	no
common_voice_en_22002538	four
common_voice_en_21949955	yes
common_voice_en_21949960	two
common_voice_en_22149220	one
common_voice_en_22149222	no
common_voice_en_22149228	four
common_voice_en_22105899	yes
common_voice_en_21955115	three
common_voice_en_21955117	one
common_voice_en_21955121	two
common_voice_en_22234557	one
common_voice_en_22158111	two
common_voice_en_22158115	four
common_voice_en_21939232	no
common_voice_en_21939236	three
common_voice_en_22206751	no
common_voice_en_22206754	four
common_voice_en_22221615	no
common_voice_en_22098682	three
common_voice_en_22098683	one
common_voice_en_21988310	one
common_voice_en_22215979	one
common_voice_en_22215982	no
common_voice_en_21943839	yes
common_voice_en_21943842	one
common_voice_en_22106552	two
common_voice_en_22106555	yes
common_voice_en_22098713	three
common_voice_en_22098717	one
common_voice_en_22082022	four
common_voice_en_22232731	two
common_voice_en_22232732	four
common_voice_en_21989940	yes
common_voice_en_21989944	no
common_voice_en_22007482	two
common_voice_en_22007483	four
common_voice_en_22232356	no
common_voice_en_21951285	two
common_voice_en_21951286	three
common_voice_en_21951287	one
common_voice_en_21951288	yes
common_voice_en_22118406	yes
common_voice_en_22118410	four
common_voice_en_22013165	two
common_voice_en_21941216	one
common_voice_en_22001426	one
common_voice_en_22001429	yes
common_voice_en_22229246	two
common_voice_en_22229248	one
common_voice_en_21932173	no
common_voice_en_22075634	four
common_voice_en_22075643	three
common_voice_en_22126725	four
common_voice_en_22217506	no
common_voice_en_22217510	three
common_voice_en_22217512	one
common_voice_en_22217515	two
common_voice_en_22135910	four
common_voice_en_22135921	one
common_voice_en_22188714	three
common_voice_en_22188716	one
common_voice_en_22232592	one
common_voice_en_22232593	yes
common_voice_en_22232595	three
common_voice_en_22070693	four
common_voice_en_22165887	four
common_voice_en_22270730	no
common_voice_en_22270734	one
common_voice_en_21978294	one
common_voice_en_21942243	no
common_voice_en_21942245	two
common_voice_en_21938775	one
common_voice_en_21938776	no
common_voice_en_21939173	three
common_voice_en_22025208	yes
common_voice_en_22025209	four
common_voice_en_22137626	four
common_voice_en_22137628	yes
common_voice_en_22238390	three
common_voice_en_21965775	four
common_voice_en_21965776	yes
common_voice_en_22219597	yes
common_voice_en_22219599	no
common_voice_en_22219600	three
common_voice_en_21947356	two
common_voice_en_22003079	four
common_voice_en_22109731	four
common_voice_en_22016301	two
common_voice_en_22016303	one
common_voice_en_22001623	no
common_voice_en_22001627	four
common_voice_en_22158699	three
common_voice_en_22158702	one
common_voice_en_22199152	no
common_voice_en_22202583	four
common_voice_en_22202586	no
common_voice_en_22202591	yes
common_voice_en_22213571	no
common_voice_en_22148474	no
common_voice_en_22148478	four
common_voice_en_22107099	three
common_voice_en_22107102	four
common_voice_en_22151426	four
common_voice_en_21921261	yes
common_voice_en_22115596	yes
common_voice_en_22080268	one
common_voice_en_22235087	four
common_voice_en_22217413	yes
common_voice_en_22217423	three
common_voice_en_22136266	three
common_voice_en_22136269	two
common_voice_en_22045210	yes
common_voice_en_22097778	one
common_voice_en_22097780	no
common_voice_en_22097783	two
common_voice_en_21972201	no
common_voice_en_21972204	one
common_voice_en_22082103	one
common_voice_en_22124999	three
common_voice_en_22234293	one
common_voice_en_21945542	yes
common_voice_en_21945545	one
common_voice_en_21928423	no
common_voice_en_21928425	yes
common_voice_en_21928426	two
common_voice_en_22050194	yes
common_voice_en_21950866	two
common_voice_en_21950876	one
common_voice_en_22109146	one
common_voice_en_22072138	one
common_voice_en_22073218	two
common_voice_en_22073220	no
common_voice_en_22073052	one
common_voice_en_22037384	no
common_voice_en_22037386	yes
common_voice_en_22227353	four
common_voice_en_22147049	yes
common_voice_en_22147090	no
common_voice_en_21946611	one
common_voice_en_21946614	yes
common_voice_en_22190666	three
common_voice_en_22190668	one
common_voice_en_21894905	two
common_voice_en_21894907	one
common_voice_en_22169754	one
common_voice_en_22169761	no
common_voice_en_21962014	one
common_voice_en_21962015	yes
common_voice_en_21962016	four
common_voice_en_22061061	yes
common_voice_en_22061065	one
common_voice_en_22026808	one
common_voice_en_22026812	four
common_voice_en_22081000	one
common_voice_en_22081006	two
common_voice_en_22081014	yes
common_voice_en_22011282	one
common_voice_en_22011283	three
common_voice_en_21992285	two
common_voice_en_22149426	no
common_voice_en_22149429	yes
common_voice_en_22077733	no
common_voice_en_22076077	three
common_voice_en_22076084	four
common_voice_en_22088838	one
common_voice_en_22088841	four
common_voice_en_22112779	two
common_voice_en_22153075	yes
common_voice_en_22180653	three
common_voice_en_22180654	one
common_voice_en_21990951	yes
common_voice_en_21916088	no
common_voice_en_22003568	three
common_voice_en_22003570	no
common_voice_en_22271430	no
common_voice_en_22096490	two
common_voice_en_22096491	three
common_voice_en_22096492	four
common_voice_en_22302317	yes
common_voice_en_22302322	no
common_voice_en_21954800	two
common_voice_en_21957968	no
common_voice_en_21957969	two
common_voice_en_22149707	four
common_voice_en_22158947	one
common_voice_en_22060380	four
common_voice_en_22063246	yes
common_voice_en_22063254	no
common_voice_en_22229723	one
common_voice_en_22024437	one
common_voice_en_22106285	yes
common_voice_en_22106287	three
common_voice_en_22108275	two
common_voice_en_22108280	three
common_voice_en_22190231	two
common_voice_en_22190241	yes
common_voice_en_22253265	yes
common_voice_en_22213423	one
common_voice_en_22213431	no
common_voice_en_22075876	one
common_voice_en_22075881	yes
common_voice_en_22111405	yes
common_voice_en_22111407	one
common_voice_en_22111409	four
common_voice_en_22182576	one
common_voice_en_22175511	yes
common_voice_en_22175513	no
common_voice_en_22175515	two
common_voice_en_22139827	four
common_voice_en_22139832	three
common_voice_en_22015183	four
common_voice_en_22015185	yes
common_voice_en_22036421	two
common_voice_en_22036427	yes
common_voice_en_22002137	three
common_voice_en_22002139	four
common_voice_en_22108710	no
common_voice_en_22108712	three
common_voice_en_22195821	two
common_voice_en_22195825	one
common_voice_en_22215259	yes
common_voice_en_22215260	three
common_voice_en_22005650	one
common_voice_en_22005652	no
common_voice_en_22069991	four
common_voice_en_22089572	yes
common_voice_en_22285286	yes
common_voice_en_22285293	two
common_voice_en_22300208	yes
common_voice_en_22019516	four
common_voice_en_22019518	two
common_voice_en_21924616	three
common_voice_en_21924617	yes
common_voice_en_21924618	one
common_voice_en_22110493	two
common_voice_en_22110495	yes
common_voice_en_22048687	one
common_voice_en_22048691	four
common_voice_en_22138814	two
common_voice_en_22138825	yes
common_voice_en_22005704	two
common_voice_en_22213849	yes
common_voice_en_22213852	three
common_voice_en_22111310	one
common_voice_en_22233520	no
common_voice_en_22233525	four
common_voice_en_22217600	one
common_voice_en_22217604	no
common_voice_en_22235128	yes
common_voice_en_22235132	two
common_voice_en_22028929	yes
common_voice_en_22147624	one
common_voice_en_22147625	four
common_voice_en_22162648	no
common_voice_en_21959934	three
common_voice_en_21959935	two
common_voice_en_21952826	four
common_voice_en_21952829	two
common_voice_en_22178687	yes
common_voice_en_22178689	no
common_voice_en_22220522	yes
common_voice_en_22220526	one
common_voice_en_22220528	no
common_voice_en_22114882	two
common_voice_en_22114884	no
common_voice_en_22199508	yes
common_voice_en_22003668	three
common_voice_en_22003669	one
common_voice_en_22003670	four
common_voice_en_22003671	no
common_voice_en_22268321	one
common_voice_en_21947025	one
common_voice_en_21947027	two
common_voice_en_21965214	three
common_voice_en_21965215	one
common_voice_en_21965218	two
