	path	sentence
616	common_voice_en_22067468_noise_0.03	yes
617	common_voice_en_22067469_pitch_0.8	one
618	common_voice_en_22067471_pitch_1.2	two
619	common_voice_en_22022215_noise_0.03	one
620	common_voice_en_22063087_noise_0.03	one
621	common_voice_en_22063089_pitch_0.8	yes
622	common_voice_en_22063090_pitch_1.2	two
623	common_voice_en_21993947_noise_0.03	one
624	common_voice_en_21994302_noise_0.03	four
625	common_voice_en_21994304_pitch_0.8	no
626	common_voice_en_21994305_pitch_1.2	three
627	common_voice_en_22054047_noise_0.03	one
628	common_voice_en_22190044_noise_0.03	yes
629	common_voice_en_22190046_pitch_0.8	four
630	common_voice_en_21951117_pitch_1.2	yes
631	common_voice_en_22064466_noise_0.03	yes
632	common_voice_en_21999585_noise_0.03	yes
633	common_voice_en_21999588_pitch_0.8	three
634	common_voice_en_21999590_pitch_1.2	four
635	common_voice_en_22132419_noise_0.03	no
636	common_voice_en_22148615_noise_0.03	no
637	common_voice_en_22009344_pitch_0.8	three
638	common_voice_en_22148628_pitch_1.2	no
639	common_voice_en_22223669_noise_0.03	four
640	common_voice_en_22014530_noise_0.03	three
641	common_voice_en_22014531_pitch_0.8	two
642	common_voice_en_22014533_pitch_1.2	no
643	common_voice_en_22141744_noise_0.03	no
644	common_voice_en_22086368_noise_0.03	no
645	common_voice_en_22094989_pitch_0.8	two
646	common_voice_en_22094992_pitch_1.2	three
647	common_voice_en_22066369_noise_0.03	four
648	common_voice_en_21974556_noise_0.03	two
649	common_voice_en_21974560_pitch_0.8	one
650	common_voice_en_21903844_pitch_1.2	two
651	common_voice_en_22238453_noise_0.03	one
652	common_voice_en_22085971_noise_0.03	one
653	common_voice_en_22085988_pitch_0.8	two
654	common_voice_en_21923729_pitch_1.2	four
655	common_voice_en_22134116_noise_0.03	four
656	common_voice_en_22221498_noise_0.03	three
657	common_voice_en_22215373_pitch_0.8	yes
658	common_voice_en_22215374_pitch_1.2	no
659	common_voice_en_22181632_noise_0.03	one
660	common_voice_en_22163213_noise_0.03	no
661	common_voice_en_22159642_pitch_0.8	no
662	common_voice_en_22147815_pitch_1.2	two
663	common_voice_en_22120339_noise_0.03	two
664	common_voice_en_21994715_noise_0.03	three
665	common_voice_en_21994718_pitch_0.8	no
666	common_voice_en_22109651_pitch_1.2	yes
667	common_voice_en_22219607_noise_0.03	yes
668	common_voice_en_21993901_noise_0.03	yes
669	common_voice_en_22155967_pitch_0.8	yes
670	common_voice_en_22155974_pitch_1.2	four
671	common_voice_en_22094126_noise_0.03	one
672	common_voice_en_22003325_noise_0.03	three
673	common_voice_en_22039809_pitch_0.8	three
674	common_voice_en_22039814_pitch_1.2	yes
675	common_voice_en_22172019_noise_0.03	three
676	common_voice_en_21977237_noise_0.03	yes
677	common_voice_en_22184603_pitch_0.8	three
678	common_voice_en_22184605_pitch_1.2	no
679	common_voice_en_22109693_noise_0.03	one
680	common_voice_en_22035569_noise_0.03	one
681	common_voice_en_22035572_pitch_0.8	three
682	common_voice_en_22103103_pitch_1.2	one
683	common_voice_en_22259236_noise_0.03	no
684	common_voice_en_22223999_noise_0.03	three
685	common_voice_en_22224001_pitch_0.8	two
686	common_voice_en_21936142_pitch_1.2	one
687	common_voice_en_21936146_noise_0.03	no
688	common_voice_en_21959074_noise_0.03	four
689	common_voice_en_21959077_pitch_0.8	two
690	common_voice_en_22070712_pitch_1.2	yes
691	common_voice_en_21949283_noise_0.03	no
692	common_voice_en_22048223_noise_0.03	two
693	common_voice_en_22123545_pitch_0.8	no
694	common_voice_en_21992268_pitch_1.2	three
695	common_voice_en_22164908_noise_0.03	four
696	common_voice_en_21982860_noise_0.03	three
697	common_voice_en_21982861_pitch_0.8	no
698	common_voice_en_22142374_pitch_1.2	two
699	common_voice_en_22186572_noise_0.03	yes
700	common_voice_en_22219931_noise_0.03	yes
701	common_voice_en_22219934_pitch_0.8	four
702	common_voice_en_22219935_pitch_1.2	no
703	common_voice_en_22063597_noise_0.03	three
704	common_voice_en_22156007_noise_0.03	no
705	common_voice_en_21942428_pitch_0.8	four
706	common_voice_en_21942429_pitch_1.2	three
707	common_voice_en_22009979_noise_0.03	no
708	common_voice_en_22172904_noise_0.03	four
709	common_voice_en_22172906_pitch_0.8	no
710	common_voice_en_21955164_pitch_1.2	two
711	common_voice_en_22212415_noise_0.03	no
712	common_voice_en_22197369_noise_0.03	yes
713	common_voice_en_22197373_pitch_0.8	two
714	common_voice_en_22197378_pitch_1.2	three
715	common_voice_en_22163929_noise_0.03	four
716	common_voice_en_22053395_noise_0.03	yes
717	common_voice_en_22137022_pitch_0.8	two
718	common_voice_en_22137026_pitch_1.2	yes
719	common_voice_en_21901753_noise_0.03	one
720	common_voice_en_21936535_noise_0.03	no
721	common_voice_en_21936536_pitch_0.8	three
722	common_voice_en_22074292_pitch_1.2	three
723	common_voice_en_22022086_noise_0.03	yes
724	common_voice_en_22219840_noise_0.03	no
725	common_voice_en_22219843_pitch_0.8	one
726	common_voice_en_21941935_pitch_1.2	three
727	common_voice_en_22198199_noise_0.03	two
728	common_voice_en_22165991_noise_0.03	three
729	common_voice_en_22151708_pitch_0.8	one
730	common_voice_en_22151710_pitch_1.2	four
731	common_voice_en_22191968_noise_0.03	yes
732	common_voice_en_22187986_noise_0.03	one
733	common_voice_en_22187988_pitch_0.8	two
734	common_voice_en_22187989_pitch_1.2	four
735	common_voice_en_21931462_noise_0.03	no
736	common_voice_en_21977180_noise_0.03	two
737	common_voice_en_22125387_pitch_0.8	one
738	common_voice_en_22125388_pitch_1.2	four
739	common_voice_en_22131568_noise_0.03	four
740	common_voice_en_22072797_noise_0.03	one
741	common_voice_en_22182142_pitch_0.8	no
742	common_voice_en_22182144_pitch_1.2	yes
743	common_voice_en_22071879_noise_0.03	one
744	common_voice_en_22177951_noise_0.03	two
745	common_voice_en_22177953_pitch_0.8	no
746	common_voice_en_22177954_pitch_1.2	three
747	common_voice_en_22034727_noise_0.03	yes
748	common_voice_en_22117317_noise_0.03	no
749	common_voice_en_22154532_pitch_0.8	two
750	common_voice_en_21952209_pitch_1.2	yes
751	common_voice_en_22031501_noise_0.03	three
752	common_voice_en_22066763_noise_0.03	four
753	common_voice_en_22066764_pitch_0.8	two
754	common_voice_en_22060531_pitch_1.2	three
755	common_voice_en_21971952_noise_0.03	no
756	common_voice_en_22095098_noise_0.03	three
757	common_voice_en_21956118_pitch_0.8	yes
758	common_voice_en_21956121_pitch_1.2	three
759	common_voice_en_22123166_noise_0.03	one
760	common_voice_en_21950270_noise_0.03	yes
761	common_voice_en_21950273_pitch_0.8	four
762	common_voice_en_22089853_pitch_1.2	four
763	common_voice_en_21984646_noise_0.03	no
764	common_voice_en_22120402_noise_0.03	four
765	common_voice_en_22007594_pitch_0.8	no
766	common_voice_en_22007598_pitch_1.2	one
767	common_voice_en_22088862_noise_0.03	one
768	common_voice_en_22171587_noise_0.03	three
769	common_voice_en_22107272_pitch_0.8	yes
770	common_voice_en_22107274_pitch_1.2	four
771	common_voice_en_22171999_noise_0.03	four
772	common_voice_en_22178903_noise_0.03	yes
773	common_voice_en_22178908_pitch_0.8	one
774	common_voice_en_21965157_pitch_1.2	four
775	common_voice_en_22169046_noise_0.03	yes
776	common_voice_en_22196528_noise_0.03	three
777	common_voice_en_22196529_pitch_0.8	one
778	common_voice_en_21965981_pitch_1.2	yes
779	common_voice_en_22017521_noise_0.03	two
780	common_voice_en_21976425_noise_0.03	yes
781	common_voice_en_21976435_pitch_0.8	three
782	common_voice_en_22091602_pitch_1.2	yes
783	common_voice_en_22142298_noise_0.03	four
784	common_voice_en_21955853_noise_0.03	three
785	common_voice_en_22205405_pitch_0.8	one
786	common_voice_en_22205407_pitch_1.2	yes
787	common_voice_en_21986967_noise_0.03	three
788	common_voice_en_22022993_noise_0.03	one
789	common_voice_en_22136413_pitch_0.8	four
790	common_voice_en_22136419_pitch_1.2	no
791	common_voice_en_21960324_noise_0.03	no
792	common_voice_en_22184534_noise_0.03	one
793	common_voice_en_22033051_pitch_0.8	four
794	common_voice_en_22033055_pitch_1.2	no
795	common_voice_en_22213223_noise_0.03	yes
796	common_voice_en_22188202_noise_0.03	one
797	common_voice_en_22188209_pitch_0.8	four
798	common_voice_en_22151480_pitch_1.2	four
799	common_voice_en_22151484_noise_0.03	one
800	common_voice_en_22183461_noise_0.03	four
801	common_voice_en_22183463_pitch_0.8	one
802	common_voice_en_22217077_pitch_1.2	yes
803	common_voice_en_22019071_noise_0.03	one
804	common_voice_en_22209172_noise_0.03	one
805	common_voice_en_22209174_pitch_0.8	two
806	common_voice_en_22209176_pitch_1.2	three
807	common_voice_en_22072511_noise_0.03	four
808	common_voice_en_22156979_noise_0.03	two
809	common_voice_en_22214738_pitch_0.8	no
810	common_voice_en_22214740_pitch_1.2	one
811	common_voice_en_22002238_noise_0.03	two
812	common_voice_en_22197585_noise_0.03	no
813	common_voice_en_22197587_pitch_0.8	three
814	common_voice_en_22197592_pitch_1.2	four
815	common_voice_en_22095988_noise_0.03	one
816	common_voice_en_22064134_noise_0.03	no
817	common_voice_en_22064136_pitch_0.8	four
818	common_voice_en_22064142_pitch_1.2	yes
819	common_voice_en_21987960_noise_0.03	two
820	common_voice_en_22115839_noise_0.03	two
821	common_voice_en_22115847_pitch_0.8	one
822	common_voice_en_22115852_pitch_1.2	three
823	common_voice_en_22106917_noise_0.03	no
824	common_voice_en_22184680_noise_0.03	yes
825	common_voice_en_22184681_pitch_0.8	three
826	common_voice_en_22009821_pitch_1.2	three
827	common_voice_en_22011219_noise_0.03	four
828	common_voice_en_22187074_noise_0.03	no
829	common_voice_en_22187078_pitch_0.8	one
830	common_voice_en_22187088_pitch_1.2	two
831	common_voice_en_22017670_noise_0.03	three
832	common_voice_en_22141140_noise_0.03	two
833	common_voice_en_22141145_pitch_0.8	three
834	common_voice_en_22141147_pitch_1.2	four
835	common_voice_en_22097548_noise_0.03	two
836	common_voice_en_21904324_noise_0.03	yes
837	common_voice_en_22185605_pitch_0.8	four
838	common_voice_en_22176779_pitch_1.2	four
839	common_voice_en_22174840_noise_0.03	yes
840	common_voice_en_22221273_noise_0.03	four
841	common_voice_en_22082563_pitch_0.8	four
842	common_voice_en_22082572_pitch_1.2	one
843	common_voice_en_22080410_noise_0.03	four
844	common_voice_en_22055317_noise_0.03	one
845	common_voice_en_22169626_pitch_0.8	no
846	common_voice_en_22169627_pitch_1.2	yes
847	common_voice_en_22104731_noise_0.03	four
848	common_voice_en_22073125_noise_0.03	two
849	common_voice_en_22027150_pitch_0.8	three
850	common_voice_en_22027154_pitch_1.2	one
851	common_voice_en_21915729_noise_0.03	three
852	common_voice_en_22001169_noise_0.03	one
853	common_voice_en_22120739_pitch_0.8	four
854	common_voice_en_22120746_pitch_1.2	no
855	common_voice_en_22001006_noise_0.03	two
856	common_voice_en_21990439_noise_0.03	yes
857	common_voice_en_22162469_pitch_0.8	one
858	common_voice_en_22162477_pitch_1.2	three
859	common_voice_en_22146019_noise_0.03	four
860	common_voice_en_22067551_noise_0.03	four
861	common_voice_en_21915466_pitch_0.8	yes
862	common_voice_en_21915467_pitch_1.2	four
863	common_voice_en_22219932_noise_0.03	yes
864	common_voice_en_22192409_noise_0.03	yes
865	common_voice_en_22192414_pitch_0.8	four
866	common_voice_en_22192420_pitch_1.2	two
867	common_voice_en_21956115_noise_0.03	one
868	common_voice_en_21960973_noise_0.03	yes
869	common_voice_en_21960976_pitch_0.8	two
870	common_voice_en_21960977_pitch_1.2	one
871	common_voice_en_22114059_noise_0.03	yes
872	common_voice_en_22131005_noise_0.03	four
873	common_voice_en_22131008_pitch_0.8	no
874	common_voice_en_22131009_pitch_1.2	two
875	common_voice_en_22105795_noise_0.03	three
876	common_voice_en_21920933_noise_0.03	three
877	common_voice_en_21920936_pitch_0.8	yes
878	common_voice_en_22123103_pitch_1.2	two
879	common_voice_en_22123157_noise_0.03	no
880	common_voice_en_21948869_noise_0.03	no
881	common_voice_en_21948871_pitch_0.8	three
882	common_voice_en_22087873_pitch_1.2	no
883	common_voice_en_22091630_noise_0.03	one
884	common_voice_en_22075056_noise_0.03	one
885	common_voice_en_22010057_pitch_0.8	yes
886	common_voice_en_22010081_pitch_1.2	four
887	common_voice_en_21964546_noise_0.03	no
888	common_voice_en_22273309_noise_0.03	two
889	common_voice_en_22273311_pitch_0.8	yes
890	common_voice_en_21945350_pitch_1.2	three
891	common_voice_en_21945357_noise_0.03	two
892	common_voice_en_22104423_noise_0.03	four
893	common_voice_en_22104425_pitch_0.8	two
894	common_voice_en_21960679_pitch_1.2	no
895	common_voice_en_21974679_noise_0.03	two
896	common_voice_en_22221144_noise_0.03	four
897	common_voice_en_22010989_pitch_0.8	four
898	common_voice_en_22010991_pitch_1.2	yes
899	common_voice_en_22222596_noise_0.03	no
900	common_voice_en_22236321_noise_0.03	three
901	common_voice_en_22142318_pitch_0.8	three
902	common_voice_en_22142319_pitch_1.2	one
903	common_voice_en_21948948_noise_0.03	two
904	common_voice_en_21909665_noise_0.03	three
905	common_voice_en_22133791_pitch_0.8	one
906	common_voice_en_22133793_pitch_1.2	yes
907	common_voice_en_22260213_noise_0.03	two
908	common_voice_en_22224146_noise_0.03	yes
909	common_voice_en_22127744_pitch_0.8	two
910	common_voice_en_22127746_pitch_1.2	three
911	common_voice_en_21983083_noise_0.03	yes
912	common_voice_en_22199070_noise_0.03	one
913	common_voice_en_22121091_pitch_0.8	two
914	common_voice_en_22121095_pitch_1.2	one
915	common_voice_en_22135783_noise_0.03	yes
916	common_voice_en_21918574_noise_0.03	four
917	common_voice_en_22184783_pitch_0.8	two
918	common_voice_en_22207496_pitch_1.2	yes
919	common_voice_en_22207500_noise_0.03	two
920	common_voice_en_21985741_noise_0.03	three
921	common_voice_en_22160631_pitch_0.8	one
922	common_voice_en_22160634_pitch_1.2	yes
923	common_voice_en_22184650_noise_0.03	three
924	common_voice_en_22186270_noise_0.03	four
925	common_voice_en_22224077_pitch_0.8	no
926	common_voice_en_22224082_pitch_1.2	two
927	common_voice_en_22058785_noise_0.03	two
928	common_voice_en_21941939_noise_0.03	no
929	common_voice_en_22095075_pitch_0.8	no
930	common_voice_en_21970433_pitch_1.2	three
931	common_voice_en_22036348_noise_0.03	yes
932	common_voice_en_22013872_noise_0.03	yes
933	common_voice_en_22255694_pitch_0.8	one
934	common_voice_en_22255696_pitch_1.2	four
935	common_voice_en_22112370_noise_0.03	four
936	common_voice_en_22000552_noise_0.03	one
937	common_voice_en_21918800_pitch_0.8	yes
938	common_voice_en_21918801_pitch_1.2	four
939	common_voice_en_22167379_noise_0.03	no
940	common_voice_en_22173882_noise_0.03	one
941	common_voice_en_21953607_pitch_0.8	yes
942	common_voice_en_21953611_pitch_1.2	no
943	common_voice_en_22215061_noise_0.03	three
944	common_voice_en_22111143_noise_0.03	no
945	common_voice_en_22111147_pitch_0.8	three
946	common_voice_en_22111150_pitch_1.2	yes
947	common_voice_en_22244671_noise_0.03	yes
948	common_voice_en_22116442_noise_0.03	four
949	common_voice_en_22116447_pitch_0.8	no
950	common_voice_en_22116451_pitch_1.2	two
951	common_voice_en_22152565_noise_0.03	yes
952	common_voice_en_22212586_noise_0.03	three
953	common_voice_en_22212587_pitch_0.8	four
954	common_voice_en_22212588_pitch_1.2	no
955	common_voice_en_21949389_noise_0.03	one
956	common_voice_en_22167114_noise_0.03	two
957	common_voice_en_22167123_pitch_0.8	no
958	common_voice_en_22008890_pitch_1.2	one
959	common_voice_en_22046957_noise_0.03	no
960	common_voice_en_22214421_noise_0.03	one
961	common_voice_en_22152358_pitch_0.8	one
962	common_voice_en_22129103_pitch_1.2	two
963	common_voice_en_22221994_noise_0.03	yes
964	common_voice_en_21951334_noise_0.03	three
965	common_voice_en_21951343_pitch_0.8	two
966	common_voice_en_22066394_pitch_1.2	three
967	common_voice_en_22060198_noise_0.03	one
968	common_voice_en_22118240_noise_0.03	three
969	common_voice_en_22237055_pitch_0.8	two
970	common_voice_en_22237058_pitch_1.2	no
971	common_voice_en_22166791_noise_0.03	three
972	common_voice_en_22184724_noise_0.03	yes
973	common_voice_en_22041845_pitch_0.8	one
974	common_voice_en_22025011_pitch_1.2	one
975	common_voice_en_22152821_noise_0.03	yes
976	common_voice_en_22082316_noise_0.03	one
977	common_voice_en_22082317_pitch_0.8	two
978	common_voice_en_22150768_pitch_1.2	yes
979	common_voice_en_22084783_noise_0.03	two
980	common_voice_en_22203276_noise_0.03	yes
981	common_voice_en_22203279_pitch_0.8	four
982	common_voice_en_22215167_pitch_1.2	yes
983	common_voice_en_21937947_noise_0.03	two
984	common_voice_en_22114822_noise_0.03	four
985	common_voice_en_22114824_pitch_0.8	two
986	common_voice_en_22114828_pitch_1.2	three
987	common_voice_en_22184203_noise_0.03	two
988	common_voice_en_22046315_noise_0.03	four
989	common_voice_en_22192399_pitch_0.8	one
990	common_voice_en_22008039_pitch_1.2	three
991	common_voice_en_21949947_noise_0.03	four
992	common_voice_en_22184511_noise_0.03	four
993	common_voice_en_22019100_pitch_0.8	no
994	common_voice_en_22019103_pitch_1.2	four
995	common_voice_en_21960659_noise_0.03	three
996	common_voice_en_22019155_noise_0.03	four
997	common_voice_en_22019156_pitch_0.8	two
998	common_voice_en_22194166_pitch_1.2	one
999	common_voice_en_22112956_noise_0.03	one
1000	common_voice_en_21918623_noise_0.03	three
1001	common_voice_en_21918625_pitch_0.8	no
1002	common_voice_en_22105805_pitch_1.2	yes
1003	common_voice_en_22163567_noise_0.03	no
1004	common_voice_en_22126420_noise_0.03	two
1005	common_voice_en_21962449_pitch_0.8	three
1006	common_voice_en_21962463_pitch_1.2	one
1007	common_voice_en_22229660_noise_0.03	yes
1008	common_voice_en_22015781_noise_0.03	three
1009	common_voice_en_21946912_pitch_0.8	one
1010	common_voice_en_21946915_pitch_1.2	two
1011	common_voice_en_21981217_noise_0.03	no
1012	common_voice_en_22099758_noise_0.03	three
1013	common_voice_en_22099759_pitch_0.8	no
1014	common_voice_en_22099762_pitch_1.2	one
1015	common_voice_en_22126152_noise_0.03	four
1016	common_voice_en_21981028_noise_0.03	two
1017	common_voice_en_21981037_pitch_0.8	four
1018	common_voice_en_21981048_pitch_1.2	three
1019	common_voice_en_22082470_noise_0.03	no
1020	common_voice_en_21916091_noise_0.03	yes
1021	common_voice_en_21916093_pitch_0.8	no
1022	common_voice_en_21916094_pitch_1.2	one
1023	common_voice_en_22049669_noise_0.03	four
1024	common_voice_en_22024297_noise_0.03	three
1025	common_voice_en_22112964_pitch_0.8	no
1026	common_voice_en_22112965_pitch_1.2	two
1027	common_voice_en_21991876_noise_0.03	three
1028	common_voice_en_22108522_noise_0.03	yes
1029	common_voice_en_22108524_pitch_0.8	no
